organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Population (monthly) March 2024,Population (monthly) February 2025,Population (monthly) September 2022,Population (monthly) March 2021,Population (monthly) September 2019,Population (monthly) February 2022,Population (monthly) November 2020,Population (monthly) April 2023,Population (monthly) March 2018,Population (monthly) December 2024,Population (monthly) July 2020,Population (monthly) October 2023,Population (monthly) February 2019,Population (monthly) March 2020,Population (monthly) November 2022,Population (monthly) September 2021,Population (monthly) October 2025,Population (monthly) May 2021,Population (monthly) September 2018,Population (monthly) October 2022,Population (monthly) November 2019,Population (monthly) May 2018,Population (monthly) December 2023,Population (monthly) October 2019,Population (monthly) January 2020,Population (monthly) February 2020,Population (monthly) March 2019,Population (monthly) July 2021,Population (monthly) August 2025,Population (monthly) July 2018,Population (monthly) November 2023,Population (monthly) August 2022,Population (monthly) April 2020,Population (monthly) April 2025,Population (monthly) May 2024,Population (monthly) October 2020,Population (monthly) December 2021,Population (monthly) December 2018,Population (monthly) February 2021,Population (monthly) March 2025,Population (monthly) June 2023,Population (monthly) August 2021,Population (monthly) January 2023,Population (monthly) February 2018,Population (monthly) August 2018,Population (monthly) March 2022,Population (monthly) May 2020,Population (monthly) August 2020,Population (monthly) October 2021,Population (monthly) October 2018,Population (monthly) June 2024,Population (monthly) February 2024,Population (monthly) June 2021,Population (monthly) August 2019,Population (monthly) April 2022,Population (monthly) June 2020,Population (monthly) July 2024,Population (monthly) September 2020,Population (monthly) April 2019,Population (monthly) May 2023,Population (monthly) October 2024,Population (monthly) September 2025,Population (monthly) December 2025,Population (monthly) June 2022,Population (monthly) April 2021,Population (monthly) May 2025,Population (monthly) November 2018,Population (monthly) April 2018,Population (monthly) December 2022,Population (monthly) January 2022,Population (monthly) June 2019,Population (monthly) September 2024,Population (monthly) May 2022,Population (monthly) July 2023,Population (monthly) January 2019,Population (monthly) December 2019,Population (monthly) November 2025,Population (monthly) January 2024,Population (monthly) May 2019,Population (monthly) July 2025,Population (monthly) August 2024,Population (monthly) January 2021,Population (monthly) March 2023,Population (monthly) June 2018,Population (monthly) July 2022,Population (monthly) January 2018,Population (monthly) November 2024,Population (monthly) September 2023,Population (monthly) July 2019,Population (monthly) April 2024,Population (monthly) November 2021,Population (monthly) December 2020,Population (monthly) February 2023,Population (monthly) June 2025,Population (monthly) August 2023,Population (monthly) January 2025
XG7X38Ke2bh,10302 Mahakulung Rural Municipality,10302,à¤®à¤¾à¤¹à¤¾à¤•à¥�à¤²à¥�à¤™ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,11812,11812,12164,11997,11000,12164,10932,11812,11065,11812,10932,11812,11000,10932,12164,11997,11812,11997,11065,12164,11000,11065,11812,11000,10932,10932,11000,11997,11812,11065,11812,12164,10932,11812,11812,10932,11997,11065,11997,11812,11812,11997,11812,11065,11065,12164,10932,10932,11997,11065,11812,11812,11997,11000,12164,10932,11812,10932,11000,11812,11812,11812,11812,12164,11997,11812,11065,11065,12164,12164,11000,11812,12164,11812,11000,11000,11812,11812,11000,11812,11812,11997,11812,11065,12164,11065,11812,11812,11000,11812,11997,10932,11812,11812,11812,11812
dg95KkHSYuU,10303 Sotang Rural Municipality,10303,à¤¸à¥‹à¤¤à¤¾à¤™ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,8982,8982,9332,9269,9129,9332,9074,8982,9185,8982,9074,8982,9129,9074,9332,9269,8982,9269,9185,9332,9129,9185,8982,9129,9074,9074,9129,9269,8982,9185,8982,9332,9074,8982,8982,9074,9269,9185,9269,8982,8982,9269,8982,9185,9185,9332,9074,9074,9269,9185,8982,8982,9269,9129,9332,9074,8982,9074,9129,8982,8982,8982,8982,9332,9269,8982,9185,9185,9332,9332,9129,8982,9332,8982,9129,9129,8982,8982,9129,8982,8982,9269,8982,9185,9332,9185,8982,8982,9129,8982,9269,9074,8982,8982,8982,8982
Xznx7upyyKb,10304 Mapya Dudhkoshi Rural Municipality,10304,à¤¦à¥�à¤§à¤•à¥‹à¤¶à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,12542,12542,12839,12756,12910,12839,12835,12542,12986,12542,12835,12542,12910,12835,12839,12756,12542,12756,12986,12839,12910,12986,12542,12910,12835,12835,12910,12756,12542,12986,12542,12839,12835,12542,12542,12835,12756,12986,12756,12542,12542,12756,12542,12986,12986,12839,12835,12835,12756,12986,12542,12542,12756,12910,12839,12835,12542,12835,12910,12542,12542,12542,12542,12839,12756,12542,12986,12986,12839,12839,12910,12542,12839,12542,12910,12910,12542,12542,12910,12542,12542,12756,12542,12986,12839,12986,12542,12542,12910,12542,12756,12835,12542,12542,12542,12542
pyw6x7rguen,10305 Thulung Dudhkoushi Rural Municipality,10305,à¤¦à¥�à¤§à¤•à¥Œà¤¶à¤¿à¤•à¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,18180,18180,18574,18476,18864,18574,18741,18180,18986,18180,18741,18180,18864,18741,18574,18476,18180,18476,18986,18574,18864,18986,18180,18864,18741,18741,18864,18476,18180,18986,18180,18574,18741,18180,18180,18741,18476,18986,18476,18180,18180,18476,18180,18986,18986,18574,18741,18741,18476,18986,18180,18180,18476,18864,18574,18741,18180,18741,18864,18180,18180,18180,18180,18574,18476,18180,18986,18986,18574,18574,18864,18180,18574,18180,18864,18864,18180,18180,18864,18180,18180,18476,18180,18986,18574,18986,18180,18180,18864,18180,18476,18741,18180,18180,18180,18180
BnMyon9qUaj,10306 Necha Salyan Rural Municipality,10306,à¤¨à¥‡à¤šà¤¾à¤¸à¤²à¥�à¤¯à¤¾à¤¨ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,11208,11208,10876,10834,11762,10876,11699,11208,11827,11208,11699,11208,11762,11699,10876,10834,11208,10834,11827,10876,11762,11827,11208,11762,11699,11699,11762,10834,11208,11827,11208,10876,11699,11208,11208,11699,10834,11827,10834,11208,11208,10834,11208,11827,11827,10876,11699,11699,10834,11827,11208,11208,10834,11762,10876,11699,11208,11699,11762,11208,11208,11208,11208,10876,10834,11208,11827,11827,10876,10876,11762,11208,10876,11208,11762,11762,11208,11208,11762,11208,11208,10834,11208,11827,10876,11827,11208,11208,11762,11208,10834,11699,11208,11208,11208,11208
Vkv9B89Tu0q,10307 Solu Dudhakunda Municipality,10307,à¤¸à¥‹à¤²à¥�à¤¦à¥�à¤§à¤•à¥�à¤£à¥�à¤¡ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,26001,26001,26991,26888,24187,26991,24057,26001,24307,26001,24057,26001,24187,24057,26991,26888,26001,26888,24307,26991,24187,24307,26001,24187,24057,24057,24187,26888,26001,24307,26001,26991,24057,26001,26001,24057,26888,24307,26888,26001,26001,26888,26001,24307,24307,26991,24057,24057,26888,24307,26001,26001,26888,24187,26991,24057,26001,24057,24187,26001,26001,26001,26001,26991,26888,26001,24307,24307,26991,26991,24187,26001,26991,26001,24187,24187,26001,26001,24187,26001,26001,26888,26001,24307,26991,24307,26001,26001,24187,26001,26888,24057,26001,26001,26001,26001
UCZF0J5XCSS,10308 Likhu Pike Rural Municipality,10308,à¤²à¤¿à¤–à¥� à¤ªà¤¿à¤•à¥‡ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,5257,5257,5298,5267,5336,5298,5304,5257,5366,5257,5304,5257,5336,5304,5298,5267,5257,5267,5366,5298,5336,5366,5257,5336,5304,5304,5336,5267,5257,5366,5257,5298,5304,5257,5257,5304,5267,5366,5267,5257,5257,5267,5257,5366,5366,5298,5304,5304,5267,5366,5257,5257,5267,5336,5298,5304,5257,5304,5336,5257,5257,5257,5257,5298,5267,5257,5366,5366,5298,5298,5336,5257,5298,5257,5336,5336,5257,5257,5336,5257,5257,5267,5257,5366,5298,5366,5257,5257,5336,5257,5267,5304,5257,5257,5257,5257
Wx8c91bQTKe,10401 Chishankhu Gadhi Rural Municipality,10401,à¤šà¤¿à¤¶à¤‚à¤–à¥�à¤—à¤¢à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,13360,13360,13797,13766,15289,13797,15302,13360,15265,13360,15302,13360,15289,15302,13797,13766,13360,13766,15265,13797,15289,15265,13360,15289,15302,15302,15289,13766,13360,15265,13360,13797,15302,13360,13360,15302,13766,15265,13766,13360,13360,13766,13360,15265,15265,13797,15302,15302,13766,15265,13360,13360,13766,15289,13797,15302,13360,15302,15289,13360,13360,13360,13360,13797,13766,13360,15265,15265,13797,13797,15289,13360,13797,13360,15289,15289,13360,13360,15289,13360,13360,13766,13360,15265,13797,15265,13360,13360,15289,13360,13766,15302,13360,13360,13360,13360
eyOgs1AMLWG,10402 Siddhicharan Municipality,10402,à¤¸à¤¿à¤¦à¥�à¤§à¤¿à¤šà¤°à¤£ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,26788,26788,28035,27982,30279,28035,30390,26788,30182,26788,30390,26788,30279,30390,28035,27982,26788,27982,30182,28035,30279,30182,26788,30279,30390,30390,30279,27982,26788,30182,26788,28035,30390,26788,26788,30390,27982,30182,27982,26788,26788,27982,26788,30182,30182,28035,30390,30390,27982,30182,26788,26788,27982,30279,28035,30390,26788,30390,30279,26788,26788,26788,26788,28035,27982,26788,30182,30182,28035,28035,30279,26788,28035,26788,30279,30279,26788,26788,30279,26788,26788,27982,26788,30182,28035,30182,26788,26788,30279,26788,27982,30390,26788,26788,26788,26788
hnu4RFrMbXo,10403 Molung Rural Municipality,10403,à¤®à¥‹à¤²à¥�à¤™à¥�à¤— à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,15812,15812,17032,16954,16767,17032,16801,15812,16734,15812,16801,15812,16767,16801,17032,16954,15812,16954,16734,17032,16767,16734,15812,16767,16801,16801,16767,16954,15812,16734,15812,17032,16801,15812,15812,16801,16954,16734,16954,15812,15812,16954,15812,16734,16734,17032,16801,16801,16954,16734,15812,15812,16954,16767,17032,16801,15812,16801,16767,15812,15812,15812,15812,17032,16954,15812,16734,16734,17032,17032,16767,15812,17032,15812,16767,16767,15812,15812,16767,15812,15812,16954,15812,16734,17032,16734,15812,15812,16767,15812,16954,16801,15812,15812,15812,15812
n0ICenUQAGj,10404 Khiji Demba Rural Municipality,10404,à¤–à¤¿à¤œà¥€à¤¦à¥‡à¤®à¥�à¤¬à¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,15019,15019,15953,15878,15725,15953,15744,15019,15697,15019,15744,15019,15725,15744,15953,15878,15019,15878,15697,15953,15725,15697,15019,15725,15744,15744,15725,15878,15019,15697,15019,15953,15744,15019,15019,15744,15878,15697,15878,15019,15019,15878,15019,15697,15697,15953,15744,15744,15878,15697,15019,15019,15878,15725,15953,15744,15019,15744,15725,15019,15019,15019,15019,15953,15878,15019,15697,15697,15953,15953,15725,15019,15953,15019,15725,15725,15019,15019,15725,15019,15019,15878,15019,15697,15953,15697,15019,15019,15725,15019,15878,15744,15019,15019,15019,15019
tmwWqpt7zGE,10405 Likhu Rural Municipality,10405,à¤²à¤¿à¤–à¥� à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,11598,11598,11992,11940,14103,11992,14108,11598,14097,11598,14108,11598,14103,14108,11992,11940,11598,11940,14097,11992,14103,14097,11598,14103,14108,14108,14103,11940,11598,14097,11598,11992,14108,11598,11598,14108,11940,14097,11940,11598,11598,11940,11598,14097,14097,11992,14108,14108,11940,14097,11598,11598,11940,14103,11992,14108,11598,14108,14103,11598,11598,11598,11598,11992,11940,11598,14097,14097,11992,11992,14103,11598,11992,11598,14103,14103,11598,11598,14103,11598,11598,11940,11598,14097,11992,14097,11598,11598,14103,11598,11940,14108,11598,11598,11598,11598
xh6T1nEbcgU,10406 Champadevi Rural Municipality,10406,à¤šà¤®à¥�à¤ªà¤¾à¤¦à¥‡à¤µà¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,15699,15699,16611,16538,18862,16611,18877,15699,18841,15699,18877,15699,18862,18877,16611,16538,15699,16538,18841,16611,18862,18841,15699,18862,18877,18877,18862,16538,15699,18841,15699,16611,18877,15699,15699,18877,16538,18841,16538,15699,15699,16538,15699,18841,18841,16611,18877,18877,16538,18841,15699,15699,16538,18862,16611,18877,15699,18877,18862,15699,15699,15699,15699,16611,16538,15699,18841,18841,16611,16611,18862,15699,16611,15699,18862,18862,15699,15699,18862,15699,15699,16538,15699,18841,16611,18841,15699,15699,18862,15699,16538,18877,15699,15699,15699,15699
DrH1J7KIk4g,10407 Sunkoshi Rural Municipality,10407,à¤¸à¥�à¤¨à¤•à¥‹à¤¶à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,17164,17164,18105,18035,18772,18105,18787,17164,18754,17164,18787,17164,18772,18787,18105,18035,17164,18035,18754,18105,18772,18754,17164,18772,18787,18787,18772,18035,17164,18754,17164,18105,18787,17164,17164,18787,18035,18754,18035,17164,17164,18035,17164,18754,18754,18105,18787,18787,18035,18754,17164,17164,18035,18772,18105,18787,17164,18787,18772,17164,17164,17164,17164,18105,18035,17164,18754,18754,18105,18105,18772,17164,18105,17164,18772,18772,17164,17164,18772,17164,17164,18035,17164,18754,18105,18754,17164,17164,18772,17164,18035,18787,17164,17164,17164,17164
jMeH7np95YE,10408 Manebhanjyang Rural Municipality,10408,à¤®à¤¾à¤¨à¥‡à¤­à¤¨à¥�à¤œà¥�à¤¯à¤¾à¤™à¥�à¤— à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,19002,19002,19980,19896,21617,19980,21648,19002,21583,19002,21648,19002,21617,21648,19980,19896,19002,19896,21583,19980,21617,21583,19002,21617,21648,21648,21617,19896,19002,21583,19002,19980,21648,19002,19002,21648,19896,21583,19896,19002,19002,19896,19002,21583,21583,19980,21648,21648,19896,21583,19002,19002,19896,21617,19980,21648,19002,21648,21617,19002,19002,19002,19002,19980,19896,19002,21583,21583,19980,19980,21617,19002,19980,19002,21617,21617,19002,19002,21617,19002,19002,19896,19002,21583,19980,21583,19002,19002,21617,19002,19896,21648,19002,19002,19002,19002
WuW2eIQKEEM,10501 Kepilasgadhi Rural Municipality,10501,à¤•à¥‡à¤ªà¤¿à¤²à¤¾à¤¸à¤—à¤¢à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,12064,12064,13329,13337,12835,13329,12537,12064,13134,12064,12537,12064,12835,12537,13329,13337,12064,13337,13134,13329,12835,13134,12064,12835,12537,12537,12835,13337,12064,13134,12064,13329,12537,12064,12064,12537,13337,13134,13337,12064,12064,13337,12064,13134,13134,13329,12537,12537,13337,13134,12064,12064,13337,12835,13329,12537,12064,12537,12835,12064,12064,12064,12064,13329,13337,12064,13134,13134,13329,13329,12835,12064,13329,12064,12835,12835,12064,12064,12835,12064,12064,13337,12064,13134,13329,13134,12064,12064,12835,12064,13337,12537,12064,12064,12064,12064
wFTDjO00OIR,10502 Aiselukharka Rural Municipality,10502,à¤�à¤¸à¥‡à¤²à¥�à¤–à¤°à¥�à¤• à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,12108,12108,13550,13576,13597,13550,13283,12108,13918,12108,13283,12108,13597,13283,13550,13576,12108,13576,13918,13550,13597,13918,12108,13597,13283,13283,13597,13576,12108,13918,12108,13550,13283,12108,12108,13283,13576,13918,13576,12108,12108,13576,12108,13918,13918,13550,13283,13283,13576,13918,12108,12108,13576,13597,13550,13283,12108,13283,13597,12108,12108,12108,12108,13550,13576,12108,13918,13918,13550,13550,13597,12108,13550,12108,13597,13597,12108,12108,13597,12108,12108,13576,12108,13918,13550,13918,12108,12108,13597,12108,13576,13283,12108,12108,12108,12108
BiWa3iUtHtP,10503 Rawabesi Rural Municipality,10503,à¤²à¤¾à¤®à¤¿à¤¡à¤¾à¤�à¤¡à¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,10231,10231,11196,11214,11235,11196,10976,10231,11508,10231,10976,10231,11235,10976,11196,11214,10231,11214,11508,11196,11235,11508,10231,11235,10976,10976,11235,11214,10231,11508,10231,11196,10976,10231,10231,10976,11214,11508,11214,10231,10231,11214,10231,11508,11508,11196,10976,10976,11214,11508,10231,10231,11214,11235,11196,10976,10231,10976,11235,10231,10231,10231,10231,11196,11214,10231,11508,11508,11196,11196,11235,10231,11196,10231,11235,11235,10231,10231,11235,10231,10231,11214,10231,11508,11196,11508,10231,10231,11235,10231,11214,10976,10231,10231,10231,10231
dbU0Qrz64BG,10504 Halesi Tuwachung Municipality,10504,à¤¹à¤²à¥‡à¤¸à¥€ à¤¤à¥�à¤µà¤¾à¤šà¥�à¤™ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,26913,26913,27255,27266,24882,27255,24302,26913,25476,26913,24302,26913,24882,24302,27255,27266,26913,27266,25476,27255,24882,25476,26913,24882,24302,24302,24882,27266,26913,25476,26913,27255,24302,26913,26913,24302,27266,25476,27266,26913,26913,27266,26913,25476,25476,27255,24302,24302,27266,25476,26913,26913,27266,24882,27255,24302,26913,24302,24882,26913,26913,26913,26913,27255,27266,26913,25476,25476,27255,27255,24882,26913,27255,26913,24882,24882,26913,26913,24882,26913,26913,27266,26913,25476,27255,25476,26913,26913,24882,26913,27266,24302,26913,26913,26913,26913
Fen9qMN7huE,10505 Diktel Rupakot Majhuwagadhi Municipality,10505,à¤°à¥�à¤ªà¤¾à¤•à¥‹à¤Ÿ à¤®à¤�à¥�à¤µà¤¾à¤—à¤¢à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,43062,43062,43218,43283,41520,43218,40620,43062,42424,43062,40620,43062,41520,40620,43218,43283,43062,43283,42424,43218,41520,42424,43062,41520,40620,40620,41520,43283,43062,42424,43062,43218,40620,43062,43062,40620,43283,42424,43283,43062,43062,43283,43062,42424,42424,43218,40620,40620,43283,42424,43062,43062,43283,41520,43218,40620,43062,40620,41520,43062,43062,43062,43062,43218,43283,43062,42424,42424,43218,43218,41520,43062,43218,43062,41520,41520,43062,43062,41520,43062,43062,43283,43062,42424,43218,42424,43062,43062,41520,43062,43283,40620,43062,43062,43062,43062
PAcfAwNtnry,10506 Sakela Rural Municipality,10506,à¤¸à¤¾à¤•à¥‡à¤²à¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,8933,8933,9582,9602,9817,9582,9594,8933,10050,8933,9594,8933,9817,9594,9582,9602,8933,9602,10050,9582,9817,10050,8933,9817,9594,9594,9817,9602,8933,10050,8933,9582,9594,8933,8933,9594,9602,10050,9602,8933,8933,9602,8933,10050,10050,9582,9594,9594,9602,10050,8933,8933,9602,9817,9582,9594,8933,9594,9817,8933,8933,8933,8933,9582,9602,8933,10050,10050,9582,9582,9817,8933,9582,8933,9817,9817,8933,8933,9817,8933,8933,9602,8933,10050,9582,10050,8933,8933,9817,8933,9602,9594,8933,8933,8933,8933
l6h4020yfj1,10507 Diprung Chuichumma Rural Municipality,10507,à¤¦à¤¿à¤ªà¥�à¤°à¥�à¤™à¥�à¤— à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,15120,15120,16532,16544,17121,16532,16729,15120,17515,15120,16729,15120,17121,16729,16532,16544,15120,16544,17515,16532,17121,17515,15120,17121,16729,16729,17121,16544,15120,17515,15120,16532,16729,15120,15120,16729,16544,17515,16544,15120,15120,16544,15120,17515,17515,16532,16729,16729,16544,17515,15120,15120,16544,17121,16532,16729,15120,16729,17121,15120,15120,15120,15120,16532,16544,15120,17515,17515,16532,16532,17121,15120,16532,15120,17121,17121,15120,15120,17121,15120,15120,16544,15120,17515,16532,17515,15120,15120,17121,15120,16544,16729,15120,15120,15120,15120
UXz6AH8q6LY,10508 Khotehang Rural Municipality,10508,à¤–à¥‹à¤Ÿà¥‡à¤¹à¤¾à¤™ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,15351,15351,16921,16946,19012,16921,18581,15351,19456,15351,18581,15351,19012,18581,16921,16946,15351,16946,19456,16921,19012,19456,15351,19012,18581,18581,19012,16946,15351,19456,15351,16921,18581,15351,15351,18581,16946,19456,16946,15351,15351,16946,15351,19456,19456,16921,18581,18581,16946,19456,15351,15351,16946,19012,16921,18581,15351,18581,19012,15351,15351,15351,15351,16921,16946,15351,19456,19456,16921,16921,19012,15351,16921,15351,19012,19012,15351,15351,19012,15351,15351,16946,15351,19456,16921,19456,15351,15351,19012,15351,16946,18581,15351,15351,15351,15351
XJcmAfNk3tE,10509 Jante Dhunga Rural Municipality,10509,à¤œà¤¨à¥�à¤¤à¥‡à¤¢à¥�à¤™à¥�à¤—à¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,11138,11138,12065,12064,13149,12065,12850,11138,13457,11138,12850,11138,13149,12850,12065,12064,11138,12064,13457,12065,13149,13457,11138,13149,12850,12850,13149,12064,11138,13457,11138,12065,12850,11138,11138,12850,12064,13457,12064,11138,11138,12064,11138,13457,13457,12065,12850,12850,12064,13457,11138,11138,12064,13149,12065,12850,11138,12850,13149,11138,11138,11138,11138,12065,12064,11138,13457,13457,12065,12065,13149,11138,12065,11138,13149,13149,11138,11138,13149,11138,11138,12064,11138,13457,12065,13457,11138,11138,13149,11138,12064,12850,11138,11138,11138,11138
QVOGCoPM6yb,10510 Baraha Pokhari Rural Municipality,10510,à¤¬à¤°à¤¾à¤¹à¤ªà¥‹à¤–à¤°à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,10545,10545,11475,11464,12166,11475,11888,10545,12448,10545,11888,10545,12166,11888,11475,11464,10545,11464,12448,11475,12166,12448,10545,12166,11888,11888,12166,11464,10545,12448,10545,11475,11888,10545,10545,11888,11464,12448,11464,10545,10545,11464,10545,12448,12448,11475,11888,11888,11464,12448,10545,10545,11464,12166,11475,11888,10545,11888,12166,10545,10545,10545,10545,11475,11464,10545,12448,12448,11475,11475,12166,10545,11475,10545,12166,12166,10545,10545,12166,10545,10545,11464,10545,12448,11475,12448,10545,10545,12166,10545,11464,11888,10545,10545,10545,10545
FNsPCtVEyoG,10601 Shadananda Municipality,10601,à¤·à¤¡à¤¾à¤¨à¤¨à¥�à¤¦ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,29093,29093,29747,29771,27081,29747,26505,29093,27662,29093,26505,29093,27081,26505,29747,29771,29093,29771,27662,29747,27081,27662,29093,27081,26505,26505,27081,29771,29093,27662,29093,29747,26505,29093,29093,26505,29771,27662,29771,29093,29093,29771,29093,27662,27662,29747,26505,26505,29771,27662,29093,29093,29771,27081,29747,26505,29093,26505,27081,29093,29093,29093,29093,29747,29771,29093,27662,27662,29747,29747,27081,29093,29747,29093,27081,27081,29093,29093,27081,29093,29093,29771,29093,27662,29747,27662,29093,29093,27081,29093,29771,26505,29093,29093,29093,29093
Aw6XiZcTpyl,10602 Salpa Silichho Rural Municipality,10602,à¤¸à¤¾à¤²à¥�à¤ªà¤¾à¤¸à¤¿à¤²à¤¿à¤›à¥‹ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,11501,11501,12253,12231,11105,12253,10858,11501,11360,11501,10858,11501,11105,10858,12253,12231,11501,12231,11360,12253,11105,11360,11501,11105,10858,10858,11105,12231,11501,11360,11501,12253,10858,11501,11501,10858,12231,11360,12231,11501,11501,12231,11501,11360,11360,12253,10858,10858,12231,11360,11501,11501,12231,11105,12253,10858,11501,10858,11105,11501,11501,11501,11501,12253,12231,11501,11360,11360,12253,12253,11105,11501,12253,11501,11105,11105,11501,11501,11105,11501,11501,12231,11501,11360,12253,11360,11501,11501,11105,11501,12231,10858,11501,11501,11501,11501
bcA7xbjb8bV,10603 Tyamke Maiyum Rural Municipality,10603,à¤Ÿà¥�à¤¯à¤¾à¤®à¥�à¤•à¥‡ à¤®à¥ˆà¤¯à¥�à¤® à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,14515,14515,15445,15484,15523,15445,15192,14515,15861,14515,15192,14515,15523,15192,15445,15484,14515,15484,15861,15445,15523,15861,14515,15523,15192,15192,15523,15484,14515,15861,14515,15445,15192,14515,14515,15192,15484,15861,15484,14515,14515,15484,14515,15861,15861,15445,15192,15192,15484,15861,14515,14515,15484,15523,15445,15192,14515,15192,15523,14515,14515,14515,14515,15445,15484,14515,15861,15861,15445,15445,15523,14515,15445,14515,15523,15523,14515,14515,15523,14515,14515,15484,14515,15861,15445,15861,14515,14515,15523,14515,15484,15192,14515,14515,14515,14515
QIsDAg98UTi,10604 Bhojpur Municipality,10604,à¤­à¥‹à¤œà¤ªà¥�à¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,26059,26059,26940,27295,24843,26940,24373,26059,25328,26059,24373,26059,24843,24373,26940,27295,26059,27295,25328,26940,24843,25328,26059,24843,24373,24373,24843,27295,26059,25328,26059,26940,24373,26059,26059,24373,27295,25328,27295,26059,26059,27295,26059,25328,25328,26940,24373,24373,27295,25328,26059,26059,27295,24843,26940,24373,26059,24373,24843,26059,26059,26059,26059,26940,27295,26059,25328,25328,26940,26940,24843,26059,26940,26059,24843,24843,26059,26059,24843,26059,26059,27295,26059,25328,26940,25328,26059,26059,24843,26059,27295,24373,26059,26059,26059,26059
PPGIT7pWlmR,10605 Arun Rural Municipality,10605,à¤…à¤°à¥�à¤£ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,13882,13882,14841,14852,15186,14841,14856,13882,15510,13882,14856,13882,15186,14856,14841,14852,13882,14852,15510,14841,15186,15510,13882,15186,14856,14856,15186,14852,13882,15510,13882,14841,14856,13882,13882,14856,14852,15510,14852,13882,13882,14852,13882,15510,15510,14841,14856,14856,14852,15510,13882,13882,14852,15186,14841,14856,13882,14856,15186,13882,13882,13882,13882,14841,14852,13882,15510,15510,14841,14841,15186,13882,14841,13882,15186,15186,13882,13882,15186,13882,13882,14852,13882,15510,14841,15510,13882,13882,15186,13882,14852,14856,13882,13882,13882,13882
MXHCNv2Axez,10606 Pauwa Dunma Rural Municipality,10606,à¤ªà¥Œà¤µà¤¾ à¤¦à¥�à¤™à¥�à¤®à¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,11348,11348,12162,12169,13292,12162,13017,11348,13574,11348,13017,11348,13292,13017,12162,12169,11348,12169,13574,12162,13292,13574,11348,13292,13017,13017,13292,12169,11348,13574,11348,12162,13017,11348,11348,13017,12169,13574,12169,11348,11348,12169,11348,13574,13574,12162,13017,13017,12169,13574,11348,11348,12169,13292,12162,13017,11348,13017,13292,11348,11348,11348,11348,12162,12169,11348,13574,13574,12162,12162,13292,11348,12162,11348,13292,13292,11348,11348,13292,11348,11348,12169,11348,13574,12162,13574,11348,11348,13292,11348,12169,13017,11348,11348,11348,11348
