organisationunitid,organisationunitname,district_name,district_code,province_name,province_code,organisationunitcode,2015-06-27,2016-06-26,2017-06-26,2018-06-26,2019-06-27,2020-06-26,2021-06-26,2022-06-26,2023-06-27,2024-06-26,2025-06-26,2015-09-29,2016-09-28,2017-09-28,2018-09-28,2019-09-29,2020-09-28,2021-09-28,2022-09-28,2023-09-29,2024-09-28,2025-09-28,2015-04-25,2016-04-24,2017-04-25,2018-04-25,2019-04-25,2020-04-24,2021-04-25,2022-04-25,2023-04-25,2024-04-24,2025-04-25,2015-08-29,2016-08-28,2017-08-28,2018-08-28,2019-08-29,2020-08-28,2021-08-28,2022-08-28,2023-08-29,2024-08-28,2025-08-28,2016-03-25,2017-03-25,2018-03-26,2019-03-26,2020-03-25,2021-03-25,2022-03-26,2023-03-26,2024-03-25,2025-03-25,2016-02-24,2017-02-23,2018-02-24,2019-02-24,2020-02-24,2021-02-24,2022-02-24,2023-02-24,2024-02-24,2025-02-24,2015-05-26,2016-05-25,2017-05-26,2018-05-26,2019-05-26,2020-05-25,2021-05-26,2022-05-26,2023-05-26,2024-05-25,2025-05-26,2015-10-29,2016-10-28,2017-10-29,2018-10-29,2019-10-29,2020-10-28,2021-10-29,2022-10-29,2023-10-29,2024-10-28,2025-10-29,2016-01-26,2017-01-25,2018-01-26,2019-01-26,2020-01-26,2021-01-25,2022-01-26,2023-01-26,2024-01-26,2025-01-25,2015-11-28,2016-11-27,2017-11-28,2018-11-28,2019-11-28,2020-11-27,2021-11-28,2022-11-28,2023-11-28,2024-11-27,2025-11-28,2015-12-27,2016-12-27,2017-12-27,2018-12-27,2019-12-28,2020-12-27,2021-12-27,2022-12-27,2023-12-28,2024-12-27,2015-07-28,2016-07-27,2017-07-27,2018-07-28,2019-07-28,2020-07-27,2021-07-27,2022-07-28,2023-07-28,2024-07-27,2025-07-28
WWTyL8WoLTK,40403 Dhawalagiri Rural Municipality,404 MYAGDI,404,4 Gandaki Province,4,40403,0,1.0,1.0,0,1.0,3.0,0,3.0,2.0,0,1.0,0,0,1.0,1.0,0,1.0,4.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,2.0,1.0,0,0,3.0,1.0,2.0,7.0
YOLKVYyNcpT,70210 Bitthadchir Rural Municipality,702 BAJHANG,702,7 Sudurpashchim Province,7,70210,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,2.0,0,4.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0
HXgxCcAIbhS,60901 Darma Rural Municipality,609 SALYAN,609,6 Karnali Province,6,60901,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,1.0,0,8.0
YrCAQvqFSFi,60701 Barekot Rural Municipality,607 JAJARKOT,607,6 Karnali Province,6,60701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,5.0,0,0,0
ptQeZdRtd7j,40606 Sundarbazar Municipality,406 LAMJUNG,406,4 Gandaki Province,4,40606,7.0,16.0,2.0,3.0,8.0,0,0,4.0,3.0,5.0,7.0,16.0,1.0,1.0,4.0,1.0,2.0,12.0,5.0,24.0,3.0,20.0,1.0,1.0,3.0,0,1.0,4.0,0,3.0,11.0,1.0,1.0,7.0,2.0,4.0,5.0,2.0,4.0,16.0,4.0,5.0,12.0,13.0,5.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,0,3.0,5.0,1.0,0,0,0,0,9.0,0,0,7.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1.0,2.0,0,0,3.0,0,8.0,0,0,0,0,0,0,0,0,0,11.0,1.0,2.0,5.0,5.0,2.0,6.0,3.0,4.0,6.0,53.0
OtX1R7s6xXo,70708 Kamal Bazar Municipality,707 ACHHAM,707,7 Sudurpashchim Province,7,70708,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
nx5muIcTFJu,40805 Devchuli Municipality,408 NAWALPARASI EAST,408,4 Gandaki Province,4,40805,4.0,8.0,3.0,0,5.0,0,0,2.0,20.0,12.0,12.0,3.0,1.0,1.0,5.0,0,0,0,0,2.0,8.0,0,5.0,1.0,1.0,0,28.0,0,0,0,1.0,2.0,1.0,14.0,1.0,4.0,2.0,0,0,0,0,12.0,0,4.0,0,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,2.0,0,0,0,12.0,5.0,0,0,1.0,0,0,19.0,2.0,15.0,7.0,0,0,0,0,0,0,0,1.0,3.0,7.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,10.0,3.0,4.0,7.0,4.0,0,0,0,22.0,12.0,18.0
RALVkjcxCmw,41102 Kathekhola Rural Municipality,411 BAGLUNG,411,4 Gandaki Province,4,41102,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,0,2.0,1.0,2.0,0,1.0,2.0,2.0,2.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,1.0,0,3.0,1.0,2.0,2.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,1.0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,1.0,2.0,1.0,0,2.0,2.0,1.0,2.0
JklR3e6RGTr,50608 Tinau Rural Municipality,506 PALPA,506,5 Lumbini Province,5,50608,0,0,2.0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,1.0
qlfB0yF9ruz,51005 Babai Rural Municipality,510 DANG,510,5 Lumbini Province,5,51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cf6GIV8FAqx,11110 Jhapa Rural Municipality,111 JHAPA,111,1 Koshi Province,1,11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmI574YhzLn,10208 Chainapur Municipality,102 SANKHUWASABHA,102,1 Koshi Province,1,10208,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1.0,7.0,6.0,2.0,1.0,0,0,0,2.0,4.0,1.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,1.0,0,7.0,0,1.0,2.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,1.0,3.0,8.0,0,0,0,3.0,0,2.0,2.0,4.0
FrZNY9SBOmG,40604 Madhya Nepal Municipality,406 LAMJUNG,406,4 Gandaki Province,4,40604,0,0,0,0,7.0,1.0,0,1.0,0,2.0,2.0,0,0,0,4.0,3.0,0,1.0,0,0,0,2.0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,1.0,8.0,4.0,0,4.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2.0,0,0,0,0,1.0,0,0,1.0,0,0,2.0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,2.0,1.0,2.0,0,2.0
iXFygpFSP55,10904 Phidim Municipality,109 PANCHTHAR,109,1 Koshi Province,1,10904,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,3.0,0,4.0,0,0,0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0
lA8K5GXCO76,20809 Pokhariya Municipality,208 PARSA,208,2 Madhesh Province,2,20809,0,1.0,0,0,0,2.0,0,2.0,1.0,18.0,13.0,0,0,14.0,0,0,8.0,0,8.0,17.0,12.0,0,0,1.0,0,0,0,0,0,0,4.0,0,4.0,0,0,0,0,5.0,3.0,0,1.0,4.0,27.0,0,0,0,0,0,0,0,0,6.0,2.0,1.0,0,0,0,0,0,0,0,2.0,1.0,1.0,10.0,3.0,0,0,0,0,0,0,0,6.0,5.0,0,0,0,0,0,0,2.0,0,3.0,18.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,6.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,14.0
QBHBAOyZhcm,10804 Myanglung Municipality,108 TERHATHUM,108,1 Koshi Province,1,10804,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,7.0,0,0,30.0,0,2.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,2.0,0,0,2.0
hHrDGEWVf6J,30406 Nilkhantha Municipality,304 DHADING,304,3 Bagmati Province,3,30406,1.0,1.0,4.0,2.0,0,1.0,3.0,0,0,75.0,24.0,0,2.0,5.0,2.0,0,9.0,2.0,0,0,2.0,14.0,0,0,2.0,0,0,0,0,0,0,4.0,10.0,0,0,8.0,1.0,0,2.0,2.0,0,1.0,2.0,1.0,0,0,0,1.0,0,0,0,0,0,6.0,0,0,15.0,0,0,0,0,0,0,9.0,2.0,0,0,0,0,1.0,2.0,0,1.0,96.0,28.0,0,1.0,1.0,1.0,1.0,0,0,1.0,0,8.0,24.0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,2.0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,6.0,0,0,7.0,1.0,2.0,4.0,3.0,0,3.0,1.0,87.0
CEE78o1Vs3o,70206 Jayaprithbi Municipality,702 BAJHANG,702,7 Sudurpashchim Province,7,70206,2.0,0,0,2.0,16.0,0,0,5.0,0,6.0,0,1.0,0,0,1.0,5.0,0,5.0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,4.0,8.0,9.0,1.0,0,0,9.0,11.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,2.0,1.0,0,1.0,2.0,0,0,0,26.0,0,0,2.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,15.0,1.0,0,20.0,2.0,15.0,10.0
A3882Q3TkHF,70701 Panchdebal Binayak Municipality,707 ACHHAM,707,7 Sudurpashchim Province,7,70701,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2.0
Yf4pkqyyHwh,30801 Mahalaxmi Municipality,308 LALITPUR,308,3 Bagmati Province,3,30801,0,0,0,0,0,1.0,0,0,0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
Uvmu9Da0suL,30103 Kalinchowk Rural Municipality,301 DOLAKHA,301,3 Bagmati Province,3,30103,1.0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
Jhlufw6stpU,41108 Galkot Municipality,411 BAGLUNG,411,4 Gandaki Province,4,41108,1.0,4.0,0,15.0,2.0,19.0,13.0,10.0,6.0,7.0,1.0,0,6.0,0,1.0,3.0,4.0,4.0,0,1.0,8.0,3.0,0,1.0,0,1.0,0,3.0,2.0,0,0,0,1.0,4.0,2.0,1.0,2.0,7.0,15.0,9.0,9.0,6.0,7.0,4.0,1.0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,3.0,0,3.0,0,9.0,10.0,5.0,0,2.0,0,1.0,1.0,0,0,4.0,0,0,0,1.0,1.0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0,0,0,2.0,0,0,0,0,3.0,0,0,0,5.0,5.0,6.0,5.0,3.0,15.0,19.0,10.0,3.0,6.0,11.0
m6AswZxJmfG,60204 Khatyad Rural Municipality,602 MUGU,602,6 Karnali Province,6,60204,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
kfXpzGLJqtq,61004 Gurbhakot Municipality,610 SURKHET,610,6 Karnali Province,6,61004,10.0,10.0,0,0,0,0,0,1.0,6.0,2.0,1.0,3.0,0,2.0,0,0,0,0,4.0,0,0,1.0,8.0,2.0,1.0,0,0,0,0,0,0,0,0,16.0,17.0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,6.0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,15.0,2.0,0,0,0,0,0,1.0,0,1.0
Wm3ndVlat85,30907 Temal Rural Municipality,309 KAVREPALANCHOK,309,3 Bagmati Province,3,30907,2.0,1.0,0,1.0,1.0,1.0,2.0,0,0,0,0,3.0,0,1.0,1.0,1.0,0,4.0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,2.0,0,0,3.0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1.0,5.0,3.0,0,0,0,2.0,6.0
p0LUiD491Qx,50210 Lungri Rural Municipality,502 ROLPA,502,5 Lumbini Province,5,50210,0,1.0,0,1.0,2.0,0,0,0,0,0,0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,9.0,0,0,0,0
KBnzTHkoeM0,40702 Byas Municipality,407 TANAHU,407,4 Gandaki Province,4,40702,1.0,4.0,0,0,1.0,1.0,2.0,1.0,1.0,3.0,19.0,0,8.0,1.0,0,3.0,9.0,8.0,33.0,1.0,1.0,6.0,2.0,0,0,1.0,0,0,5.0,0,0,2.0,13.0,0,5.0,1.0,4.0,3.0,20.0,0,0,0,6.0,0,5.0,0,0,0,0,2.0,0,0,0,9.0,3.0,0,0,0,0,3.0,0,0,0,0,3.0,5.0,0,1.0,0,2.0,2.0,0,0,3.0,8.0,0,18.0,0,0,3.0,3.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,0,2.0,0,21.0,14.0,1.0,1.0,16.0,6.0
w8m5t0Lm8Cu,70807 Lamki Chuha Municipality,708 KAILALI,708,7 Sudurpashchim Province,7,70807,0,0,0,0,0,8.0,4.0,4.0,0,15.0,15.0,0,0,0,0,0,0,0,3.0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,5.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,25.0,0,0,0,0,0,3.0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,1.0,15.0,18.0
MzEDM95lVfr,60606 Chamunda Bindrasaini Municipality,606 DAILEKH,606,6 Karnali Province,6,60606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V6hHd2VqP3S,30905 Dhulikhel Municipality,309 KAVREPALANCHOK,309,3 Bagmati Province,3,30905,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0
ZaM840fa3qQ,50908 Yasodhara Rural Municipality,509 KAPILBASTU,509,5 Lumbini Province,5,50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xqkfomLrYDd,30506 Meghang Rural Municipality,305 NUWAKOT,305,3 Bagmati Province,3,30506,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,4.0,0,0,0,0,0,0,1.0,1.0
A2wIau57qEM,50909 Mayadevi Rural Municipality,509 KAPILBASTU,509,5 Lumbini Province,5,50909,7.0,3.0,0,0,0,0,0,0,0,0,0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,0,0,0,0,0
hPejcd2Mkhf,20602 Gujara Municipality,206 RAUTAHAT,206,2 Madhesh Province,2,20602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EaAPclkdZck,40602 Marshyangdi Rural Municipality,406 LAMJUNG,406,4 Gandaki Province,4,40602,0,7.0,3.0,0,0,5.0,2.0,0,0,0,1.0,1.0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,1.0,2.0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,3.0,0,0,0,1.0,0,2.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,1.0,3.0,1.0,1.0,0,0,3.0
yIMq6Cqon1V,70106 Badimalika Municipality,701 BAJURA,701,7 Sudurpashchim Province,7,70106,0,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2.0,0,0,0,0,6.0
